"","klasifikasi","score","text"
"1247","Negatif",-2,"blt bbm  merintah ringankan beban masyarakat bantuanbbmuntukrakyat bltbbmtetsasaran subsiditetsasaran "
"1248","Negatif",-1,"blt bbm taha  merintah bantu masyarakat bantuanbbmuntukrakyat bltbbmtetsasaran subsiditetsasaran "
"1249","Netral",0,"penyaluran blt bbm  merintah tet sasaran bantuanbbmuntukrakyat bltbbmtetsasaran subsiditetsasaran "
"1250","Positif",1,"pengalihan subsidi bbm dr merintah ciakan keadilan  masyarakat bantuanbbmuntukrakyat bltbbmtetsasaran "
"1251","Positif",2,"dkg kebijakan merintah tekait ngalihan subsidi energi mjdi blt bbm bantuanbbmuntukrakyat bltbbmtetsasaran "
"1252","Netral",0,"pemerintah stikan sisa anggaran blt bbm cair  desember  bantuanbbmuntukrakyat bltbbmtetsasaran "
"1253","Netral",0,"blt bbm bukti kehadiran pemerintah  bantu rakyat bantuanbbmuntukrakyatbltbbmtetsasaran "
"1254","Negatif",-1,"blt bentuk tanggungjawab pemerintah jokowi bantuanbbmuntukrakyatbltbbmtetsasaran subsiditetsasaran "
"1255","Netral",0,"prabowo subianto    menandatangani kesekatan  merintah indonesia  who  membentuk "
"1256","Negatif",-1,"  benerin jalan  mendukung merintah utk tdk membangun jalan"
"1257","Netral",0,"prabowo subianto    menandatangani kesekatan  merintah indonesia  who  membentuk "
"1258","Positif",1,"pemerintah jawa timur  layak  dicontoh    dat ditiru  diteraan  provinsi nusa t "
"1259","Negatif",-1,"himbaun pemerintah  ditaati  memutus nyebaran covidbhabinkamtibmas  henti hentinya  "
"1260","Positif",2," keluarga  donggala terima bantuan  merintah bantuanbbmuntukrakyatbltbbmtetsasaran "
"1261","Negatif",-1,"tolakojkdikorasisave ekonomi kerakyatan pemerintah  dpr  membahas ruu ppsk mengatur  ksp "
"1262","Negatif",-1,"  menolak ojk masuk ruu psk moga merintah memrtimbangkan kembalitolakojkdikorasisave ekonomi k "
"1263","Negatif",-1,"  media  afrika selatan berhasil menolak uya merintah china  memngaruhi kontennya ungka "
"1264","Negatif",-2,"pemerintah  menaikkan harga bahan bakar minyak  bbm pertamina r  desember  tercatat  bebera "
"1265","Negatif",-1,"  aktisi korasi  menolak rencana korasi diawasi  ojk  korasi tetamilik rakyat buka "
"1266","Negatif",-1,"pemerintah  menolak ojk  korasi tolakojkdikorasisave ekonomi kerakyatanmenti "
"1267","Positif",1,"alhamdulillah  mendatkan blt bbm  merintahbantuanbbmuntukrakyatbltbbmtetsasaran "
"1268","Netral",0,"woww merintah siadorong rtumbuhan usaha modifikasi mobil jokowipresidenku pembangunanuntukrakyat "
"1269","Positif",1,"keren merintah siabangun tol jokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"1270","Negatif",-2,"  malaysia ga  kadrun yg tereak menentang merintah langsung  tangkamau"
"1271","Positif",1,"luarbiasa  bangga  merintahbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"1272","Netral",0," meningkatakan ketahanan ngan nasional merintah berkomitmen mengakrabkan kaum milenial  ngan loka "
"1273","Netral",0,"  dirdulikan  merintah terimakasih  presidenbantuanbbmuntukrakyatbltbbmtetsasaran "
"1274","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"1275","Positif",2,"pemerintah alihkan subsidi bbm  bantuan tet sasaran bantuanbbmuntukrakyat bltbbmtetsasaran "
"1276","Netral",0," mendukung merintah  kawal nyaluran blt bbmbantuanbbmuntukrakyatbltbbmtetsasaran "
"1277","Netral",0," demo berizin  raturan  dibu "
"1278","Positif",3," bangga  pemerintah   menyalurkan bantuan sosial bbmbantuanbbmuntukrakyatbltbbmtetsasaran "
"1279","Negatif",-1," pemerintah aceh ng bodoh drunantek wahabi ng laku ditanah rencong  biar  ham "
"1280","Negatif",-2," masyarakat  dukung kebijakan merintah  menyesuaikan harga bbm "
"1281","Negatif",-2,"pemerintah sat  membangunkan rumah warga  rusak    ditinggali "
"1282","Netral",0," merintah mendingan  ogram kyk gini darida mudahin rakyat kalo oversuly    "
"1283","Netral",0," kasihan merintah  dibebani  rakyat  mandiri"
"1284","Netral",0,"pemerintah bentuk tim pengendalian inflasi  menjamin stabilitas harga jelang nataru  jokowipresidenku "
"1285","Positif",2,"pemerintah alihkan subsidi bbm  bantuan tet sasaran bantuanbbmuntukrakyat bltbbmtetsasaran "
"1286","Positif",2,"pemerintah alihkan subsidi bbm  bantuan tet sasaran bantuanbbmuntukrakyat bltbbmtetsasaran "
"1287","Negatif",-1,"pemerintah jokowi percet penyaluran blt bbm keda masyarakat bantuanbbmuntukrakyat bltbbmtetsasaran "
"1288","Negatif",-1,"pemerintah jokowi percet penyaluran blt bbm keda masyarakat bantuanbbmuntukrakyat bltbbmtetsasaran "
"1289","Netral",0,"pemerintah menjaga daya beli  daya tahan masyarakat  blt bantuanbbmuntukrakyat bltbbmtetsasaran "
"1290","Netral",0,"pemerintah menjaga daya beli  daya tahan masyarakat  blt bantuanbbmuntukrakyat bltbbmtetsasaran "
"1291","Netral",0,"blt bbm wujud kedulian pemerintahbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasarancerdaspakaibbm "
"1292","Negatif",-3," kayanya satir  merintah karna jalanan rusak   uji sim menyesuaikan kondisi real"
"1293","Negatif",-1,"pamekasan     uya mberantasan redaran rokok ilegal  wilayah madura bea cukai madura bers "
"1294","Positif",1," berani banget nyindir merintah "
"1295","Netral",0," latsar cpns gel ii    diikuti     berasal  pemerintah kabuten kaur  pe "
"1296","Negatif",-2,"pemerintah  mam mengantisisi ancaman resesi global jokowipresidenkupembangunanuntukrakyat "
"1297","Positif",2," knusulan merintah thd uu ramsan aset koruor tdk mend dukungan dr lsm intelektual bemsi orm "
"1298","Netral",0," penyesuaian harga bbm langkah tet merintah bantuanbbmuntukrakyat bltbbmtetsasaran "
"1299","Positif",1,"pemerintah siamenjalankan konsolidasi fissikal  cermat kerenjokowipresidenkupembangunanuntukrakyat "
"1300","Netral",0," bentar   cuitan merintah otoriter "
"1301","Netral",0," penyesuaian harga bbm langkah tet merintah bantuanbbmuntukrakyat bltbbmtetsasaran "
"1302","Netral",0,"stok beras distikan berlebih  pemerintah  buka keran imr bulog  "
"1303","Netral",0,"pdemokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"1304","Netral",0," penyesuaian harga bbm langkah tet merintah bantuanbbmuntukrakyat bltbbmtetsasaran "
"1305","Netral",0,"demokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"1306","Netral",0,"pemerintah rluas area investasi  ikn nusantara mantapkotaduniauntuksemuaiknsejahterakanindonesia "
"1307","Negatif",-1,"luhut  kurs ruah tembus r   ekonomi ri  bagusta  merintah  becus ya "
"1308","Netral",0," penyesuaian harga bbm langkah tet merintah bantuanbbmuntukrakyat bltbbmtetsasaran "
"1309","Netral",0,"dukung kebijakan merintah  meningkatkan ekonomi masyarakat jokowipresidenku pembangunanuntukrakyat "
"1310","Positif",1,"warga kamng susun bayam ksb berdemo  menagih janji pemerintah provinsi pemov dki jakarta   pt ja "
"1311","Netral",0," penyesuaian harga bbm langkah tet merintah bantuanbbmuntukrakyat bltbbmtetsasaran "
"1312","Netral",0," penyesuaian harga bbm langkah tet merintah bantuanbbmuntukrakyat bltbbmtetsasaran "
"1313","Netral",0,"  baisa pemerintah  turunkan suku bunga kur sur mikro jokowipresidenku pembangunanuntukrakyat "
"1314","Netral",0,"  yah biar keliatan yg goblok sianunda nya anak   niat  nya an "
"1315","Netral",0," penyesuaian harga bbm langkah tet merintah bantuanbbmuntukrakyat bltbbmtetsasaran "
"1316","Netral",0," ibukota nusantara  hasil ketusan   merintah  wakil rakyat    w "
"1317","Netral",0," lambemu otes  merintah daerah jgn  jeak"
"1318","Netral",0," penyesuaian harga bbm langkah tet merintah bantuanbbmuntukrakyat bltbbmtetsasaran "
"1319","Netral",0," tanyain  yg  ketusan  mda setemt ngain diframing  merintah nasional "
"1320","Positif",1," orang yg sehari dandanannya agamis banget tjustru membenarkan   menerima amosua  da "
"1321","Negatif",-1,"cegah angka kemiskinan pemerintah bagikan blt am bsubantuanbbmuntukrakyatbltbbmtetsasaran "
"1322","Netral",0,"  dirdulikan  merintah terimakasih  presiden bantuanbbmuntukrakyat bltbbmtetsasaran "
"1323","Negatif",-3," jalan jelek tuh larin  dinasmerintah  dijadiin konten mbelaan adaada  bakbak  kuvukiland "
"1324","Netral",0,"dukung kebijakan merintah  meningkatkan ekonomi masyarakat jokowipresidenku pembangunanuntukrakyat "
"1325","Negatif",-1," pemerintah daerah    nyalahin jokowi  dasar "
"1326","Negatif",-1," anis siacuma rakyat  ga nya jabatantrs ngain  undangja "
"1327","Netral",0,"work    kerja  instansi merintah  honorer   ketuk dmnyatia"
"1328","Netral",0,"demokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"1329","Netral",0,"mantajiwa kejutan  kejutan berhasil namk  pemerintah jokowi jokowipresidenku pembangunanuntukrakyat "
"1330","Netral",0,"rested from halo sobatrbpn diyyogyakarta  november berdasarkan ketentuan peratu "
"1331","Negatif",-1,"   mda setemt  diframing  merintah  nasional baca dul"
"1332","Netral",0,"pemerintah siaturunkan suku bunga kur sur mikro mnjadi jokowipresidenkupembangunanuntukrakyat "
"1333","Netral",0,"demokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"1334","Netral",0,"pemerintah siaturunkan suku bunga chord sur mikro   jokowipresidenkupembangunanuntukrakyat "
"1335","Negatif",-1," tu nak  gang merintah musyrikin  tu senang  jatuh hukum"
"1336","Netral",0,"merintah siaturunkan suku bunga kur sur mikro   rsenjokowipresidenku pembangunanuntukrakyat "
"1337","Netral",0,"merintah siamenjalankan konsolidasi fiskaljokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"1338","Negatif",-2," masyarakat  dukung kebijakan merintah  menyesuaikan harga bbm bantuanbbmuntukrakyat "
"1339","Netral",0,"pemerintah siamenjalankan konsolidasi fiskal jokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"1340","Netral",0,"enamplus viral tukang becak tolak bantuan pemerintah "
"1341","Negatif",-1,"blt bbm bentuk keberhakan merintah terhadarakyat  oimal bantuanbbmuntukrakyat bltbbmtetsasaran "
"1342","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"1343","Positif",1,"merintah nyatakan mbangunan sdm  kunci nting cai indonesia emas jokowipresidenku "
"1344","Positif",1,"pemerintah nyatakan mbangunan sdm  kunci nting sami indonesia emas  jokowipresidenku "
"1345","Netral",0,"wagub menilai baznas  beruya maksimal membantu merintah memulihkan ekonomi  era ndemi covid am menge "
"1346","Netral",0," pemerintah ri vs individu arb kalao  pemerintah ri vs hrs"
"1347","Negatif",-3,"bencana alam st gem bumi tanah longsor dll     am    korbannya  sia  "
"1348","Negatif",-2," kalo jalan ditutusama merintah   karnaval ato festival tunjungan kena ga dibongkar  kena  lih kasih"
"1349","Positif",2,"pemov jawa barat  jawa  mengklaim oduksi beras surus siasok  bulog   merintah sa "
"1350","Netral",0,"merintah siaturunkan suku bunga kur sur mikro   rsenjokowipresidenku pembangunanuntukrakyat "
"1351","Netral",0,"merintah siamenjalankan konsolidasi fiskaljokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"1352","Negatif",-2," masyarakat  dukung kebijakan merintah  menyesuaikan harga bbm bantuanbbmuntukrakyat "
"1353","Negatif",-1,"nih  betulkan berat  kalao pemerintah berhadan  arb bayangkan merintah berhadan den "
"1354","Positif",1," lha   kebijakan mda setemt preslah     bawa  media sosial   "
"1355","Positif",1,"merintah nyatakan mbangunan sdm  kunci nting cai indonesia emas jokowipresidenku "
"1356","Negatif",-3,"orang kaya nya ivilege masuk kams  temt kerja jalur titimeniti orang miskin nya ivilege d bant "
"1357","Netral",0," mas  aneh rezim  bu "
"1358","Netral",0,"mantajiwa kejutan  kejutan berhasil namk  pemerintah jokowi jokowipresidenku pembangunanuntukrakyat "
"1359","Negatif",-1," iya merintah aceh yg memakai syariat islam  rda nya takut  anies  kebingungan "
"1360","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"1361","Negatif",-1,"pemerintah klh  ormas gak nya wibawarah tggal nunggu bom    ormas usak ni ber "
"1362","Netral",0," gak  mikirin utang   stroke lunya biarin aja dpr sm pemerintah yg mengatur  karen "
"1363","Netral",0," pajak    rakyat  mayoritas muslim  wajar merintah mensubsidi utk biaya "
"1364","Netral",0,"masyarakat mendatkan bantuan blt bbm  merintah bantuanbbmuntukrakyatbltbbmtetsasaran "
"1365","Negatif",-1,"  ra kadrunmerintah  ya  jokowi doang "
"1366","Netral",0,"blt bbm   disalurkan  merintah bantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"1367","Negatif",-1," ya nggak jahatlah  maksud merintah   namk serti hak yg  didzoli "
"1368","Netral",0," prof  kanjuruhan gmana of diawal merintah serti  mendukung mengusut kejadian  ta "
"1369","Positif",1," min    akah     subsidi  merintah terkait angsuran usaha mikro k "
"1370","Netral",0,"minat investor  pemerintah rluas area investasi  ikn kotaduniauntuksemuaiknsejahterakanindonesia "
"1371","Netral",0," untungnya  utk ra klg miskin ngr  sdh byk ogram bantuan dr pemerintah itun msih byk tindak keja "
"1372","Netral",0," pemerintah  imr beras jabar  jatim siapasok  bulog "
"1373","Netral",0,"pemerintah akui   investor   revisi uu ikn "
"1374","Negatif",-1," nyindir merintah daerah ya"
"1375","Netral",0,"pemerintah   natal   gembirabantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"1376","Negatif",-1,"pemerintah  beruya menyalurkan blt bbm  bantu masyarakat bantuanbbmuntukrakyatbltbbmtetsasaran "
"1377","Positif",2,"keren  keluarga  donggala terima pkh bpnt  blt bbm  merintahbantuanbbmuntukrakyat "
"1378","Netral",0,"kebijakan merintah mengalihkan subsidi bbm  blt  tetbantuanbbmuntukrakyatbltbbmtetsasaran "
"1379","Netral",0,"pemerintah  salurkan bansos rp  mbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"1380","Netral",0,"mantak  mendukung nuh kebijakan merintah warganet jokowipresidenku pembangunanuntukrakyat "
"1381","Netral",0,"mantak  mendukung nuh kebijakan merintah warganet jokowipresidenku pembangunanuntukrakyat "
"1382","Netral",0,"dukung kebijakan merintah  meningkatkan ekonomi masyarakat jokowipresidenku pembangunanuntukrakyat "
"1383","Netral",0,"dukung kebijakan merintah  meningkatkan ekonomi masyarakat jokowipresidenku pembangunanuntukrakyat "
"1384","Negatif",-1,"manta merintah serius lakukan hilirisasi kinerja jokowi manta jokowipresidenku pembangunanuntukrakyat "
"1385","Netral",0,"wellcalculated   kantor dekan   letter of recommendation  masters degree diajak    merintah"
"1386","Netral",0,"pemerintah kabuten magetan  dinas pariwisata  kebudayaan meluncurkan  agenda kegiatan budaya  "
"1387","Netral",0," iya giliran  gak   tani yg tanam  kecuali utk kebutuhan   "
"1388","Positif",1,"luhut  pemerintah  subsidi pembelian kendaraan listrik warganet ong broker oligarki  "
"1389","Netral",0,"keren cegah angka kemiskinan pemerintah bagikan blt  bsu   nyesuaian harha bbmbantuanbbmuntukrakyat "
"1390","Netral",0,"merintah siaturunkan suku bunga kur sur mikro   rsenjokowipresidenku pembangunanuntukrakyat "
"1391","Netral",0,"merintah siamenjalankan konsolidasi fiskaljokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"1392","Netral",0,"pemerintah  salurkan blt bbm tahadua bantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"1393","Netral",0," merintah save ekonomi kerakyatan  blt bbm bantuanbbmuntukrakyatbltbbmtetsasaran "
"1394","Negatif",-2,"masyarakat berterima kasih keda merintah  nyaluran blt bbmbantuanbbmuntukrakyatbltbbmtetsasaran "
"1395","Positif",1,"merintah nyatakan mbangunan sdm  kunci nting cai indonesia emas jokowipresidenku "
"1396","Negatif",-1," yg bener ya gitubulog tamng beras hasil nen rakyatbeli dg harga layakharusnya merintah kas "
"1397","Netral",0,"demokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"1398","Netral",0," halah loe ngomong doank koar  buktinya   bilang  "
"1399","Netral",0,"demokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"1400","Netral",0,"pemerintah stikan nyaluran blt bbm tet sasaran bantuanbbmuntukrakyatbltbbmtetsasaran "
"1401","Netral",0,"sektor rtanian  dikembangkan merintah kinerja jokowi manta jokowipresidenku pembangunanuntukrakyat "
"1402","Netral",0,"tanah warga yg   dikelola merintah  warga      "
"1403","Netral",0,"demokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"1404","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"1405","Negatif",-2,"   alasan merintah  bangun kereta cet dkidiy"
"1406","Negatif",-1,"  dikasih harga bahan  mahal sabarin aja dikala murah sabar   mayoritas ofes "
"1407","Positif",2,"  negara  digang merintah b jokowi maju  menguncur bantuan  "
"1408","Netral",0,"pemerintah dorong ningkatan kinerja eksr nasional kinerja jokowi manta jokowipresidenku "
"1409","Netral",0,"minat investor  merintah rluas area investasi  iknkotaduniauntuksemua iknsejahterakanindonesia "
"1410","Positif",3,"alhamdulillah terima kasih merintah  bantuan   bantuanbbmuntukrakyat bltbbmtetsasaran "
"1411","Positif",2,"masyrakat pengambilan batuan dana blt bbm pkh  sembako  terima kasih keda pemerintahpusat "
"1412","Positif",3,"keren merintah  salurkan bantuan sosial r  miliarbantuanbbmuntukrakyatbltbbmtetsasaran "
"1413","Negatif",-2,"   masjid  ummat ya jgn   exclusifkan keberadaannya  merintah  tujuan  "
"1414","Netral",0,"hahahahahahaahahahaha nyindir merintah nih ndan "
"1415","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"1416","Netral",0," minat investor  merintah rluas area investasi  iknkotaduniauntuksemua "
"1417","Netral",0,"ahy disambut akademisi  jabat blikpartaidemokratahy pemimn mendunia"
"1418","Positif",1,"merintah rluas investasi  ikn keren kotaduniauntuksemuaiknsejahterakanindonesiaiknpemerataanekonomi "
"1419","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"1420","Netral",0,"bangkitbersamaetpemerintah  mengambil ketusan  bijak  keteserdiaan ngan  menjaga keseimbang "
"1421","Negatif",-1," sidak  turun kelangan bpjs  program pemerintah  membantu masyarakat   diluncur "
